"motusRecvID","recvProjectID","receiverID","receiverType","recvDeployID","deploymentStatus","deploymentName","dtStart","dtEnd","tsStart","tsEnd","latitude","longitude","elevation","isMobile","macAddress","location_precision"
"1403","74","Lotek-159","LOTEKSRX800","2510","terminated","Shelburne","2015-04-23 16:30:00 +00:00","2016-10-29 18:15:00 +00:00","1429806600","1477764900","42.60699100","-72.71656700","","","0","Exact"
"1404","74","Lotek-165","LOTEKSRX800","2511","terminated","MountGrace","2015-04-18 15:00:00 +00:00","2016-10-31 15:56:00 +00:00","1429369200","1477929360","42.69135700","-72.35516300","","","0","Exact"
"1405","74","Lotek-164","LOTEKSRX800","2512","terminated","BennettMeadow","2015-04-25 08:30:00 +00:00","2016-01-30 00:00:00 +00:00","1429950600","1454112000","42.68066800","-72.47392400","","","0","Exact"
"1405","74","Lotek-164","LOTEKSRX800","2902","deployed","Bennett Meadow","2016-03-18 15:00:00 +00:00","","1458313200","","42.68066800","-72.47392400","","","0","Exact"
"1406","74","SG-1913BBBK3375","SENSORGNOME","2513","terminated","SatansKingdom","2015-04-24 15:30:00 +00:00","2016-08-27 18:00:00 +00:00","1429889400","1472320800","42.71153000","-72.50796000","","","0","Exact"
"1406","74","SG-1913BBBK3375","SENSORGNOME","3445","terminated","Cornish WMA","2016-08-31 16:37:00 +00:00","2016-11-09 07:29:00 +00:00","1472661420","1478676540.0000002","43.48077100","-72.37922900","","","0","Exact"
"1407","74","Lotek-163","LOTEKSRX800","2514","terminated","Hogback","2015-04-13 16:00:00 +00:00","2016-01-30 00:00:00 +00:00","1428940800","1454112000","42.84976300","-72.79867200","","","0","Exact"
"1407","74","Lotek-163","LOTEKSRX800","3061","terminated","Hogback","2016-03-18 10:00:00 +00:00","2016-10-26 17:01:00 +00:00","1458295200","1477501260.0000002","42.84976300","-72.79867200","","","0","Exact"
"1408","74","Lotek-160","LOTEKSRX800","3248","deployed","Wantastiquet","2016-04-08 16:30:00 +00:00","","1460133000","","42.85507200","-72.53810000","","","0","Exact"
"1408","74","Lotek-160","LOTEKSRX800","2515","terminated","Wantastiquet","2015-04-29 18:03:00 +00:00","2016-04-08 16:22:00 +00:00","1430330580","1460132520","42.85507200","-72.53810000","","","0","Exact"
"1669","74","Lotek-312","LOTEKSRX800","3065","deployed","Arcadia ","2016-03-24 15:14:00 +00:00","","1458832439.9999998","","42.29745000","-72.63393000","","","0","Exact"
"1670","74","Lotek-315","LOTEKSRX800","3063","deployed","Mount Ascutney","2016-04-28 21:00:00 +00:00","","1461877200","","43.43396800","-72.44036200","","","0","Exact"
"1698","74","Lotek-314","LOTEKSRX800","3114","deployed","Fannie Stebbins","2016-04-18 17:06:00 +00:00","","1460999160.0000002","","42.03262000","-72.59998000","","","0","Exact"
"1336","75","SG-3214BBBK5558","SENSORGNOME","2383","terminated","Chistochina","2015-07-29 00:00:00 +00:00","2015-09-15 00:00:00 +00:00","1438128000","1442275200","62.60495000","-144.60170000","","","0","Exact"
"1337","75","SG-3214BBBK7294","SENSORGNOME","2384","terminated","Mentasta Lodge","2015-07-31 01:52:00 +00:00","2015-09-17 00:00:00 +00:00","1438307520","1442448000","62.88755000","-143.67960000","","","0","Exact"
"1338","75","SG-3214BBBK8616","SENSORGNOME","2385","terminated","Woodhams","2015-07-31 02:11:00 +00:00","2015-09-16 00:00:00 +00:00","1438308659.9999998","1442361600","62.72270000","-143.87760000","","","0","Exact"
