motusRecvID,recvProjectID,receiverID,recvDeployID,port,radioType,antennaType,bearing,tilt,polBearing,polTilt,heightMeters,filter,cableLengthMeters,cableType,mountDistanceMeters,mountBearing,details,elevationAngle,polarization1,polarization2,deploymentStatus
493,10,SG-1012BB012085,949,6,,yagi-9,32,,,,,,,,,,,,,,terminated
495,14,Lotek-6448,3271,1,,yagi-9,15,,,,12.2,,13.72,,,,,,,,deployed
495,14,Lotek-6448,3271,2,,yagi-9,75,,,,12.2,,13.72,,,,,,,,deployed
495,14,Lotek-6448,3271,3,,yagi-9,135,,,,12.2,,13.72,,,,,,,,deployed
495,14,Lotek-6448,3271,4,,yagi-9,195,,,,12.2,,13.72,,,,,,,,deployed
495,14,Lotek-6448,3271,5,,yagi-9,255,,,,12.2,,13.72,,,,,,,,deployed
495,14,Lotek-6448,3271,6,,yagi-9,315,,,,12.2,,13.72,,,,,,,,deployed
497,13,SG-1212BB000254,959,2,,yagi-9,162,,,,,,,,,,,,,,terminated
497,13,SG-1212BB000254,959,3,,yagi-9,342,,,,,,,,,,,,,,terminated
497,13,SG-1212BB000254,1538,2,,yagi-9,220,,,,6.1,,,,,,,,,,terminated
499,9,SG-0613BB000790,2050,1,,yagi-9,250,,,,,,,,,,,0,,,terminated
499,9,SG-0613BB000790,2050,2,,yagi-9,0,,,,,,,,,,,0,,,terminated
499,9,SG-0613BB000790,2050,3,,yagi-9,160,,,,,,,,,,,0,,,terminated
501,7,SG-4712BB000816,978,1,,yagi-9,110,,,,,,,,,,,,,,terminated
501,7,SG-4712BB000816,978,2,,yagi-9,290,,,,,,,,,,,,,,terminated
501,7,SG-4712BB000816,981,1,,yagi-9,279,,,,,,,,,,,,,,terminated
501,7,SG-4712BB000816,981,2,,yagi-9,342,,,,,,,,,,,,,,terminated
501,7,SG-4712BB000816,981,3,,yagi-9,187,,,,,,,,,,,,,,terminated
501,7,SG-4712BB000816,1947,1,,yagi-9,190,,,,30,,,,,,,90,,,terminated
501,7,SG-4712BB000816,1947,3,,yagi-9,318,,,,30,,,,,,,90,,,terminated
501,7,SG-4712BB000816,1947,5,,yagi-9,64,,,,30,,,,,,,90,,,terminated
502,7,SG-1813BBBK1193,1944,1,,yagi-9,295,,,,20,,,,,,,90,,,terminated
502,7,SG-1813BBBK1193,1944,3,,yagi-9,115,,,,20,,,,,,,90,,,terminated
502,7,SG-1813BBBK1193,1944,5,,yagi-9,202,,,,20,,,,,,,90,,,terminated
502,7,SG-1813BBBK1193,2644,1,,yagi-9,295,,,,33,,,,,,,90,,,terminated
502,7,SG-1813BBBK1193,2644,5,,yagi-9,115,,,,33,,,,,,,90,,,terminated
502,7,SG-1813BBBK1193,2644,6,,yagi-9,202,,,,33,,,,,,,90,,,terminated
504,13,SG-2712BB000074,1526,2,,yagi-9,145,,,,6.1,,,,,,,,,,terminated
504,13,SG-2712BB000074,1526,3,,yagi-9,230,,,,6.1,,,,,,,,,,terminated
506,13,SG-0613BB000731,939,1,,yagi-9,50,,,,,,,,,,,,,,terminated
506,13,SG-0613BB000731,1558,4,,yagi-9,145,,,,4.6,,,,,,,,,,terminated
507,47,SG-5113BBBK2400,2159,1,,yagi-9,19,,,,7.5,,,,,,,,,,terminated
507,47,SG-5113BBBK2400,2159,2,,yagi-9,114,,,,7,,,,,,,,,,terminated
507,47,SG-5113BBBK2400,2159,3,,yagi-9,204,,,,6.5,,,,,,,,,,terminated
507,47,SG-5113BBBK2400,2162,1,,yagi-9,163,,,,7.5,,,,,,,,,,terminated
507,47,SG-5113BBBK2400,2162,2,,yagi-9,283,,,,7,,,,,,,,,,terminated
507,47,SG-5113BBBK2400,2162,3,,yagi-9,58,,,,6.5,,,,,,,,,,terminated
507,47,SG-5113BBBK2400,2347,1,,yagi-9,38,,,,7.5,,,,,,,,,,terminated
507,47,SG-5113BBBK2400,2347,2,,yagi-9,208,,,,7,,,,,,,,,,terminated
507,47,SG-5113BBBK2400,2347,3,,yagi-9,296,,,,6.5,,,,,,,,,,terminated
507,47,SG-5113BBBK2400,2589,1,,yagi-9,38,,,,7,,,,,,,,,,terminated
507,47,SG-5113BBBK2400,2589,2,,yagi-9,208,,,,6.5,,,,,,,,,,terminated
507,47,SG-5113BBBK2400,2589,3,,yagi-9,296,,,,6,,,,,,,,,,terminated
509,10,SG-4812BB000230,2829,1,,yagi-9,53,,,,,,,,,,,,,,terminated
509,10,SG-4812BB000230,2829,2,,yagi-9,191,,,,,,,,,,,,,,terminated
510,10,SG-4812BB000295,1068,1,,yagi-9,82,,,,,,,,,,,,,,deployed
510,10,SG-4812BB000295,1068,2,,yagi-9,262,,,,,,,,,,,,,,deployed
510,10,SG-4812BB000295,1068,5,,yagi-9,168,,,,,,,,,,,,,,deployed
510,10,SG-4812BB000295,1068,6,,yagi-9,348,,,,,,,,,,,,,,deployed
513,13,SG-2712BB000151,1031,1,,yagi-9,200,,,,,,,,,,,,,,terminated
513,13,SG-2712BB000151,1552,1,,yagi-9,340,,,,6.1,,,,,,,,,,terminated
513,13,SG-2712BB000151,2452,1,,yagi-9,220,,,,6.1,,,,,,,,,,terminated
513,13,SG-2712BB000151,2452,2,,yagi-9,140,,,,6.1,,,,,,,,,,terminated
514,10,SG-4812BB000025,1052,2,,omni-mast,,,,,,,,,,,,,,90,terminated
514,10,SG-4812BB000025,2810,2,,yagi-5,360,,,,,,,,,,,,,,terminated
514,10,SG-4812BB000025,2810,3,,yagi-5,280,,,,,,,,,,,,,,terminated
514,10,SG-4812BB000025,2810,4,,yagi-5,320,,,,,,,,,,,,,,terminated
515,13,SG-4712BB000550,1035,1,,yagi-9,180,,,,,,,,,,,,,,terminated
515,13,SG-4712BB000550,1566,1,,yagi-9,240,,,,9,,,,,,,,,,terminated
518,13,SG-2312BB000481,1563,1,,yagi-9,40,,,,9,,,,,,,,,,terminated
518,13,SG-2312BB000481,1563,2,,yagi-9,320,,,,8.5,,,,,,,,,,terminated
519,13,SG-4812BB000333,1071,1,,yagi-9,342,,,,,,,,,,,,,,terminated
519,13,SG-4812BB000333,1532,1,,yagi-9,320,,,,2.4,,,,,,,,,,terminated
521,8,SG-1013BB000626,954,1,,yagi-9,256,,,,,,,,,,,,,,terminated
521,8,SG-1013BB000626,1573,2,,yagi-9,280,,,,,,,,,,,,,,terminated
521,8,SG-1013BB000626,1573,3,,yagi-9,350,,,,,,,,,,,,,,terminated
521,8,SG-1013BB000626,1573,4,,yagi-9,242,,,,,,,,,,,,,,terminated
524,13,SG-4712BB000787,1040,1,,yagi-9,340,,,,9.1,,,,,,,,,,terminated
524,13,SG-4712BB000787,1545,1,,yagi-9,210,,,,7.6,,,,,,,,,,terminated
525,9,SG-2013BB000178,2053,1,,yagi-9,340,,,,6,,,,,,,,,,terminated
525,9,SG-2013BB000178,2053,2,,yagi-9,200,,,,5.8,,,,,,,,,,terminated
525,9,SG-2013BB000178,2053,3,,yagi-9,150,,,,5.6,,,,,,,,,,terminated
525,9,SG-2013BB000178,2056,1,,yagi-9,144,,,,6,,,,,,,,,,terminated
525,9,SG-2013BB000178,2056,2,,yagi-9,42,,,,5.8,,,,,,,,,,terminated
525,9,SG-2013BB000178,2056,3,,yagi-9,330,,,,5.6,,,,,,,,,,terminated
525,9,SG-2013BB000178,2057,1,,yagi-9,111,,,,6,,,,,,,,,,terminated
525,9,SG-2013BB000178,2057,2,,yagi-9,172,,,,5.8,,,,,,,,,,terminated
525,9,SG-2013BB000178,2057,3,,yagi-9,1,,,,5.6,,,,,,,,,,terminated
526,40,SG-5113BBBK2103,1865,4,,omni-mast,,,,,,,,,,,,,,,deployed
526,40,SG-5113BBBK2103,1865,5,,yagi-9,45,,,,,,,,,,,,,,deployed
526,40,SG-5113BBBK2103,1865,6,,yagi-9,315,,,,,,,,,,,,,,deployed
526,40,SG-5113BBBK2103,1865,7,,yagi-9,180,,,,,,,,,,,,,,deployed
528,7,SG-4712BB000809,1041,1,,yagi-9,30,,,,40,,,,,,,,,,pending
528,7,SG-4712BB000809,1041,5,,yagi-9,90,,,,40,,,,,,,,,,pending
528,7,SG-4712BB000809,1041,6,,yagi-9,180,,,,40,,,,,,,,,,pending
528,7,SG-4712BB000809,1043,1,,yagi-9,115,,,,,,,,,,,,,,terminated
528,7,SG-4712BB000809,1043,2,,yagi-9,40,,,,,,,,,,,,,,terminated
528,7,SG-4712BB000809,1043,5,,yagi-9,210,,,,,,,,,,,,,,terminated
528,7,SG-4712BB000809,1043,6,,yagi-9,162,,,,,,,,,,,,,,terminated
531,13,SG-4712BB000832,1051,1,,yagi-9,45,,,,,,,,,,,,,,terminated
531,13,SG-4712BB000832,1507,1,,yagi-9,355,,,,6.1,,,,,,,,,,terminated
532,10,SG-1614BBBK1903,1918,1,,omni-mast,320,,,,,,,,,,,0,0,0,terminated
532,10,SG-1614BBBK1903,1918,2,,omni-mast,50,,,,,,,,,,,0,0,0,terminated
532,10,SG-1614BBBK1903,2101,1,,omni-mast,320,,,,,,,,,,,0,0,0,terminated
532,10,SG-1614BBBK1903,2101,2,,omni-mast,50,,,,,,,,,,,0,0,0,terminated
532,10,SG-1614BBBK1903,2629,1,,yagi-9,0,,,,6,,,,,,,,,,terminated
532,10,SG-1614BBBK1903,2629,2,,yagi-9,60,,,,5.8,,,,,,,,,,terminated
532,10,SG-1614BBBK1903,2629,3,,yagi-9,270,,,,5.6,,,,,,,,,,terminated
533,10,SG-2313BBBK3338,1005,1,,yagi-9,78,,,,,,,,,,,,,,terminated
533,10,SG-2313BBBK3338,1005,2,,yagi-9,258,,,,,,,,,,,,,,terminated
534,47,SG-5113BBBK3081,1081,1,,yagi-9,216,,,,7.5,,,,,,,,,,terminated
534,47,SG-5113BBBK3081,1081,2,,yagi-9,82,,,,7,,,,,,,,,,terminated
534,47,SG-5113BBBK3081,1081,3,,yagi-9,323,,,,6.5,,,,,,,,,,terminated
535,47,SG-5113BBBK3103,2158,1,,yagi-9,220,,,,7.5,,,,,,,,,,terminated
535,47,SG-5113BBBK3103,2158,2,,yagi-9,133,,,,7,,,,,,,,,,terminated
535,47,SG-5113BBBK3103,2158,3,,yagi-9,30,,,,6.5,,,,,,,,,,terminated
535,47,SG-5113BBBK3103,2348,1,,yagi-9,20,,,,7.5,,,,,,,,,,terminated
535,47,SG-5113BBBK3103,2348,2,,yagi-9,240,,,,7,,,,,,,,,,terminated
535,47,SG-5113BBBK3103,2348,3,,yagi-9,120,,,,6.5,,,,,,,,,,terminated
535,47,SG-5113BBBK3103,2402,1,,yagi-9,340,,,,7,,,,,,,,,,terminated
535,47,SG-5113BBBK3103,2402,2,,yagi-9,270,,,,6.5,,,,,,,,,,terminated
535,47,SG-5113BBBK3103,2402,3,,yagi-9,200,,,,6,,,,,,,,,,terminated
537,10,SG-2712BB000008,1008,1,,yagi-9,330,,,,,,,,,,,,,,pending
537,10,SG-2712BB000008,1008,2,,yagi-9,210,,,,,,,,,,,,,,pending
537,10,SG-2712BB000008,1008,5,,yagi-9,90,,,,,,,,,,,,,,pending
537,10,SG-2712BB000008,1008,6,,omni-mast,,,,,,,,,,,,,,90,pending
538,13,SG-1212BB000376,2440,5,,yagi-9,312,,,,9,,,,,,,,,,terminated
538,13,SG-1212BB000376,2440,6,,yagi-9,192,,,,9,,,,,,,,,,terminated
539,47,SG-5113BBBK3114,1084,1,,yagi-9,37,,,,7.5,,,,,,,,,,terminated
539,47,SG-5113BBBK3114,1084,2,,yagi-9,123,,,,7,,,,,,,,,,terminated
539,47,SG-5113BBBK3114,1084,3,,yagi-9,211,,,,6.5,,,,,,,,,,terminated
539,47,SG-5113BBBK3114,2161,1,,yagi-9,90,,,,7.5,,,,,,,,,,terminated
539,47,SG-5113BBBK3114,2161,2,,yagi-9,347,,,,7,,,,,,,,,,terminated
539,47,SG-5113BBBK3114,2161,3,,yagi-9,235,,,,6.5,,,,,,,,,,terminated
540,13,SG-2312BB000369,997,2,,yagi-9,10,,,,,,,,,,,,,,terminated
540,13,SG-2312BB000369,1543,1,,yagi-9,335,,,,9,,,,,,,,,,terminated
540,13,SG-2312BB000369,3327,1,,yagi-9,161,,,,5.2,,,,,,,,,,deployed
541,47,SG-5113BBBK2969,2157,1,,yagi-9,24,,,,7.5,,,,,,,,,,terminated
541,47,SG-5113BBBK2969,2157,2,,yagi-9,120,,,,7,,,,,,,,,,terminated
541,47,SG-5113BBBK2969,2157,3,,yagi-9,260,,,,6.5,,,,,,,,,,terminated
541,47,SG-5113BBBK2969,2160,1,,yagi-9,164,,,,7.5,,,,,,,,,,terminated
541,47,SG-5113BBBK2969,2160,2,,yagi-9,277,,,,7,,,,,,,,,,terminated
541,47,SG-5113BBBK2969,2160,3,,yagi-9,60,,,,6.5,,,,,,,,,,terminated
541,47,SG-5113BBBK2969,2349,1,,yagi-9,240,,,,7.5,,,,,,,,,,terminated
541,47,SG-5113BBBK2969,2349,2,,yagi-9,110,,,,7,,,,,,,,,,terminated
541,47,SG-5113BBBK2969,2349,3,,yagi-9,340,,,,6.5,,,,,,,,,,terminated
541,47,SG-5113BBBK2969,2590,1,,yagi-9,147,,,,7,,,,,,,,,,terminated
541,47,SG-5113BBBK2969,2590,2,,yagi-9,92,,,,6.5,,,,,,,,,,terminated
541,47,SG-5113BBBK2969,2590,3,,yagi-9,55,,,,6,,,,,,,,,,terminated
542,10,SG-2813BBBK0935,1033,1,,yagi-9,200,,,,,,,,,,,,,,terminated
542,10,SG-2813BBBK0935,1033,2,,yagi-9,300,,,,,,,,,,,,,,terminated
542,10,SG-2813BBBK0935,2788,1,,yagi-9,280,,,,,,,,,,,,,,terminated
542,10,SG-2813BBBK0935,2788,2,,yagi-9,180,,,,,,,,,,,,,,terminated
544,13,SG-1212BB000386,1508,7,,yagi-9,50,,,,9.1,,,,,,,,,,terminated
544,13,SG-1212BB000386,3325,2,,yagi-9,115,,,,,,,,,,,,,,deployed
544,13,SG-1212BB000386,3325,3,,yagi-9,295,,,,,,,,,,,,,,deployed
546,13,SG-4812BB000334,1536,3,,yagi-9,290,,,,9.1,,,,,,,,,,terminated
546,13,SG-4812BB000334,1536,5,,yagi-9,180,,,,8.6,,,,,,,,,,terminated
547,13,SG-2712BB000003,1570,1,,yagi-9,175,,,,6.1,,,,,,,,,,terminated
547,13,SG-2712BB000003,1570,4,,yagi-9,55,,,,6.1,,,,,,,,,,terminated
548,11,SG-1814BBBK0541,2217,1,,yagi-9,130,,,,5,,,,,,,,,,terminated
548,11,SG-1814BBBK0541,2217,2,,yagi-9,310,,,,4.8,,,,,,,,,,terminated
549,13,SG-4812BB000211,1057,1,,yagi-9,335,,,,,,,,,,,,,,terminated
549,13,SG-4812BB000211,1519,3,,yagi-9,270,,,,6.1,,,,,,,,,,terminated
549,13,SG-4812BB000211,1519,4,,yagi-9,190,,,,6.1,,,,,,,,,,terminated
550,10,SG-1212BB000298,961,2,,yagi-9,151,,,,,,,,,,,,,,terminated
550,10,SG-1212BB000298,961,3,,yagi-9,319,,,,,,,,,,,,,,terminated
550,10,SG-1212BB000298,962,2,,yagi-9,8,,,,,,,,,,,,,,terminated
550,10,SG-1212BB000298,962,3,,yagi-9,154,,,,,,,,,,,,,,terminated
550,10,SG-1212BB000298,2852,2,,yagi-9,258,,,,,,,,,,,,,,terminated
550,10,SG-1212BB000298,2852,3,,yagi-9,168,,,,,,,,,,,,,,terminated
551,7,SG-1913BBBK3258,988,2,,yagi-9,16,,,,40,,,,,,,,,,terminated
551,7,SG-1913BBBK3258,988,3,,yagi-9,135,,,,40,,,,,,,,,,terminated
551,7,SG-1913BBBK3258,988,4,,yagi-9,292,,,,40,,,,,,,,,,terminated
551,7,SG-1913BBBK3258,2686,1,,yagi-9,18,,,,44,,,,,,,90,,,deployed
551,7,SG-1913BBBK3258,2686,5,,yagi-9,296,,,,44,,,,,,,90,,,deployed
551,7,SG-1913BBBK3258,2686,6,,yagi-9,135,,,,44,,,,,,,90,,,deployed
552,7,SG-4712BB000816,1045,1,,yagi-9,190,,,,30,,,,,,,90,,,terminated
552,7,SG-4712BB000816,1045,3,,yagi-9,318,,,,30,,,,,,,90,,,terminated
552,7,SG-4712BB000816,1045,5,,yagi-9,64,,,,30,,,,,,,90,,,terminated
552,7,SG-4712BB000816,1046,1,,yagi-9,200,,,,,,,,,,,,,,terminated
552,7,SG-4712BB000816,1046,2,,yagi-9,110,,,,,,,,,,,,,,terminated
552,7,SG-4712BB000816,1946,1,,yagi-9,314,,,,30,,,,,,,,,,terminated
552,7,SG-4712BB000816,1946,5,,yagi-9,190,,,,30,,,,,,,,,,terminated
552,7,SG-4712BB000816,1946,6,,yagi-9,64,,,,30,,,,,,,,,,terminated
552,7,SG-4712BB000816,2865,1,,yagi-9,275,,,,,,,,,,,,,,terminated
552,7,SG-4712BB000816,2865,2,,yagi-9,5,,,,,,,,,,,,,,terminated
554,40,SG-5113BBBK3164,1867,5,,yagi-6,315,,,,,,,,,,,,,,terminated
554,40,SG-5113BBBK3164,1867,6,,yagi-6,90,,,,,,,,,,,,,,terminated
554,40,SG-5113BBBK3164,1867,7,,yagi-6,205,,,,,,,,,,,,,,terminated
554,40,SG-5113BBBK3164,2636,5,,yagi-6,0,,,,,,,,,,,,,,terminated
554,40,SG-5113BBBK3164,2636,6,,yagi-6,135,,,,,,,,,,,,,,terminated
554,40,SG-5113BBBK3164,2636,7,,yagi-6,225,,,,,,,,,,,,,,terminated
556,10,SG-2313BBBK3275,1002,5,,yagi-9,120,,,,,,,,,,,,,,terminated
556,10,SG-2313BBBK3275,1002,6,,yagi-9,0,,,,,,,,,,,,,,terminated
556,10,SG-2313BBBK3275,1002,7,,yagi-9,240,,,,,,,,,,,,,,terminated
556,10,SG-2313BBBK3275,2790,5,,yagi-9,30,,,,,,,,,,,,,,terminated
556,10,SG-2313BBBK3275,2790,6,,yagi-9,90,,,,,,,,,,,,,,terminated
556,10,SG-2313BBBK3275,2790,7,,yagi-9,150,,,,,,,,,,,,,,terminated
556,10,SG-2313BBBK3275,2870,2,,yagi-9,340,,,,,,,,,,,,,,terminated
556,10,SG-2313BBBK3275,2870,3,,yagi-9,201,,,,,,,,,,,,,,terminated
557,8,SG-0613BB000613,935,2,,yagi-9,212,,,,,,,,,,,,,,terminated
557,8,SG-0613BB000613,935,3,,yagi-9,168,,,,,,,,,,,,,,terminated
557,8,SG-0613BB000613,935,4,,yagi-9,260,,,,,,,,,,,,,,terminated
557,8,SG-0613BB000613,936,1,,yagi-9,191,,,,,,,,,,,,,,terminated
558,25,SG-1913BBBK3221,985,2,,yagi-9,245,,,,5.8,,,,,,,,,,terminated
558,25,SG-1913BBBK3221,985,4,,yagi-9,288,,,,5.6,,,,,,,,,,terminated
558,25,SG-1913BBBK3221,985,5,,yagi-9,149,,,,6,,,,,,,,,,terminated
558,25,SG-1913BBBK3221,2457,1,,yagi-9,142,,,,6,,,,,,,,,,terminated
558,25,SG-1913BBBK3221,2457,3,,yagi-9,276,,,,5.6,,,,,,,,,,terminated
558,25,SG-1913BBBK3221,2457,4,,yagi-9,238,,,,5.8,,,,,,,,,,terminated
558,25,SG-1913BBBK3221,2458,1,,yagi-9,155,,,,6,,,,,,,,,,terminated
558,25,SG-1913BBBK3221,2458,3,,yagi-9,295,,,,5.6,,,,,,,,,,terminated
558,25,SG-1913BBBK3221,2458,4,,yagi-9,253,,,,5.8,,,,,,,,,,terminated
558,25,SG-1913BBBK3221,3057,1,,yagi-9,163,,,,6,,,,,,,,,,terminated
558,25,SG-1913BBBK3221,3057,3,,yagi-9,252,,,,5.6,,,,,,,,,,terminated
558,25,SG-1913BBBK3221,3057,4,,yagi-9,302,,,,5.8,,,,,,,,,,terminated
558,25,SG-1913BBBK3221,3779,2,,yagi-9,,,,,5.8,,,,,,,,,,terminated
558,25,SG-1913BBBK3221,3779,4,,yagi-9,,,,,5.6,,,,,,,,,,terminated
558,25,SG-1913BBBK3221,3779,5,,yagi-9,,,,,6,,,,,,,,,,terminated
562,10,SG-1012BB012075,947,2,,omni-mast,,,,,,,,,,,,,,90,terminated
564,18,SG-1212BB000222,958,1,,yagi-9,0,,,,10,,,,,,,,,,terminated
564,18,SG-1212BB000222,958,2,,yagi-9,60,,,,10,,,,,,,,,,terminated
564,18,SG-1212BB000222,958,3,,yagi-9,120,,,,10,,,,,,,,,,terminated
564,18,SG-1212BB000222,2487,2,,yagi-9,90,,,,9,,,,,,,,,,terminated
564,18,SG-1212BB000222,2487,3,,yagi-9,270,,,,9,,,,,,,,,,terminated
564,18,SG-1212BB000222,2488,2,,yagi-9,0,,,,10,,,,,,,,,,terminated
564,18,SG-1212BB000222,2488,3,,yagi-9,180,,,,10,,,,,,,,,,terminated
565,13,SG-1212BB000308,1513,1,,yagi-9,90,,,,,,,,,,,,,,terminated
566,10,SG-1614BBBK1620,1921,1,,omni-mast,262,,,,,,,,,,,0,0,0,terminated
566,10,SG-1614BBBK1620,2102,1,,omni-mast,230,,,,,,,,,,,0,0,0,terminated
566,10,SG-1614BBBK1620,2102,2,,omni-mast,320,,,,,,,,,,,0,0,0,terminated
566,10,SG-1614BBBK1620,2103,1,,omni-mast,320,,,,,,,,,,,0,0,0,terminated
566,10,SG-1614BBBK1620,2103,2,,omni-mast,230,,,,,,,,,,,0,0,0,terminated
566,10,SG-1614BBBK1620,2538,1,,omni-mast,,,,,,,,,,,,,,,terminated
566,10,SG-1614BBBK1620,2538,2,,omni-mast,,,,,,,,,,,,,,,terminated
566,10,SG-1614BBBK1620,2666,1,,omni-mast,233,,,,6,,50,,,,,-3,0,0,terminated
566,10,SG-1614BBBK1620,2666,2,,omni-mast,321,,,,5.85,,25,,,,,-9,0,0,terminated
566,10,SG-1614BBBK1620,2667,1,,omni-mast,233,,,,6,,50,,,,,-3,0,0,terminated
566,10,SG-1614BBBK1620,2667,2,,omni-mast,321,,,,5.85,,25,,,,,-9,0,0,terminated
566,10,SG-1614BBBK1620,2668,1,,omni-mast,247,,,,6,,50,,,,,-3,0,0,terminated
566,10,SG-1614BBBK1620,2668,2,,omni-mast,337,,,,5.85,,25,,,,,-9,0,0,terminated
566,10,SG-1614BBBK1620,2668,3,,omni-mast,292,,,,5.7,,,,,,,0,0,0,terminated
566,10,SG-1614BBBK1620,2668,4,,omni-mast,22,,,,5.55,,,,,,,-6,0,0,terminated
566,10,SG-1614BBBK1620,3491,1,,yagi-9,30,,,,5,,,,,,,,,,terminated
566,10,SG-1614BBBK1620,3491,2,,yagi-9,180,,,,4.8,,,,,,,,,,terminated
566,10,SG-1614BBBK1620,3491,3,,yagi-9,270,,,,4.6,,,,,,,,,,terminated
567,10,SG-2313BBBK3320,1004,5,,yagi-9,270,,,,,,,,,,,,,,terminated
567,10,SG-2313BBBK3320,1004,6,,yagi-9,210,,,,,,,,,,,,,,terminated
567,10,SG-2313BBBK3320,1004,7,,yagi-9,330,,,,,,,,,,,,,,terminated
567,10,SG-2313BBBK3320,2791,5,,yagi-9,76,,,,,,,,,,,,,,pending
567,10,SG-2313BBBK3320,2791,6,,yagi-9,194,,,,,,,,,,,,,,pending
567,10,SG-2313BBBK3320,2791,7,,yagi-9,310,,,,,,,,,,,,,,pending
571,10,SG-4712BB000827,2792,1,,yagi-9,144,,,,,,,,,,,,,,pending
571,10,SG-4712BB000827,2792,2,,yagi-9,20,,,,,,,,,,,,,,pending
572,13,SG-2712BB000055,1549,1,,yagi-9,175,,,,9.1,,,,,,,,,,terminated
573,26,SG-1614BBBK1968,1873,2,,omni-mast,,,,,,,,,,,,,,90,terminated
576,9,SG-2013BB000060,2059,1,,yagi-9,246,,,,,,,,,,,,,,terminated
576,9,SG-2013BB000060,2059,2,,yagi-9,24,,,,,,,,,,,,,,terminated
576,9,SG-2013BB000060,2059,3,,yagi-9,88,,,,,,,,,,,,,,terminated
577,10,SG-1012BB012074,945,2,,omni-mast,,,,,,,,,,,,,,90,terminated
578,26,SG-1614BBBK1901,970,5,,omni-mast,,,,,,,,,,,,,,0,terminated
578,26,SG-1614BBBK1901,2854,1,,omni-mast,,,,,,,,,,,,,,0,terminated
579,9,SG-2313BBBK3010,2054,1,,yagi-9,260,,,,,,,,,,,,,,terminated
579,9,SG-2313BBBK3010,2054,2,,yagi-9,135,,,,,,,,,,,,,,terminated
579,9,SG-2313BBBK3010,2054,3,,yagi-9,30,,,,,,,,,,,,,,terminated
579,9,SG-2313BBBK3010,2058,1,,yagi-9,30,,,,,,,,,,,,,,terminated
579,9,SG-2313BBBK3010,2058,2,,yagi-9,290,,,,,,,,,,,,,,terminated
579,9,SG-2313BBBK3010,2058,3,,yagi-9,160,,,,,,,,,,,,,,terminated
580,13,SG-2712BB000175,1522,1,,yagi-9,315,,,,6.1,,,,,,,,,,terminated
580,13,SG-2712BB000175,1522,2,,yagi-9,245,,,,6.1,,,,,,,,,,terminated
582,7,SG-1814BBBK0453,989,1,,yagi-9,315,,,,20,,,,,,,90,,,pending
582,7,SG-1814BBBK0453,989,2,,yagi-9,135,,,,20,,,,,,,90,,,pending
582,7,SG-1814BBBK0453,989,3,,yagi-9,225,,,,20,,,,,,,90,,,pending
584,10,SG-2712BB000014,1009,2,,yagi-9,340,,,,,,,,,,,,,,terminated
584,10,SG-2712BB000014,1009,3,,yagi-9,200,,,,,,,,,,,,,,terminated
586,25,SG-1814BBBK0585,2459,1,,yagi-9,212,,,,5.8,,,,,,,,,,terminated
586,25,SG-1814BBBK0585,2459,2,,yagi-9,32,,,,5.6,,,,,,,,,,terminated
586,25,SG-1814BBBK0585,2459,3,,yagi-9,95,,,,6,,,,,,,,,,terminated
586,25,SG-1814BBBK0585,2460,1,,yagi-9,32,,,,5.8,,,,,,,,,,terminated
586,25,SG-1814BBBK0585,2460,2,,yagi-9,212,,,,5.6,,,,,,,,,,terminated
586,25,SG-1814BBBK0585,2460,3,,yagi-9,275,,,,6,,,,,,,,,,terminated
586,25,SG-1814BBBK0585,2461,1,,yagi-9,220,,,,5.8,,,,,,,,,,terminated
586,25,SG-1814BBBK0585,2461,2,,yagi-9,40,,,,5.6,,,,,,,,,,terminated
586,25,SG-1814BBBK0585,2461,3,,yagi-9,100,,,,6,,,,,,,,,,terminated
586,25,SG-1814BBBK0585,2462,1,,yagi-9,100,,,,6,,,,,,,,,,terminated
586,25,SG-1814BBBK0585,2462,2,,yagi-9,212,,,,5.8,,,,,,,,,,terminated
586,25,SG-1814BBBK0585,2462,3,,yagi-9,33,,,,5.6,,,,,,,,,,terminated
586,25,SG-1814BBBK0585,3316,1,,yagi-9,113,,,,6,,,,,,,,,,terminated
586,25,SG-1814BBBK0585,3316,2,,yagi-9,205,,,,5.8,,,,,,,,,,terminated
586,25,SG-1814BBBK0585,3316,3,,yagi-9,25,,,,5.6,,,,,,,,,,terminated
587,7,SG-4712BB000817,1048,1,,yagi-9,190,,,,,,,,,,,,,,terminated
587,7,SG-4712BB000817,1048,5,,yagi-9,85,,,,,,,,,,,,,,terminated
587,7,SG-4712BB000817,1955,1,,yagi-9,120,,,,20,,,,,,,90,,,terminated
587,7,SG-4712BB000817,1955,2,,yagi-9,198,,,,20,,,,,,,90,,,terminated
587,7,SG-4712BB000817,1955,3,,yagi-9,305,,,,20,,,,,,,90,,,terminated
588,11,SG-2113BBBK2607,2220,1,,yagi-5,116,,,,12,,,,,,,,,,terminated
588,11,SG-2113BBBK2607,2220,2,,yagi-5,296,,,,11.8,,,,,,,,,,terminated
588,11,SG-2113BBBK2607,2861,1,,yagi-5,110,,,,,,,,,,,,,,terminated
588,11,SG-2113BBBK2607,2861,2,,yagi-5,290,,,,,,,,,,,,,,terminated
634,3,SG-5113BBBK3013,1105,1,,yagi-9,50,,,,4.5,,,,,,,,,,deployed
634,3,SG-5113BBBK3013,1105,2,,yagi-9,295,,,,4.3,,,,,,,,,,deployed
