"","hitID","ts","sig","sigSD","noise","freq","freqSD","slop","burstSlop","batchID","motusDeviceID","receiverID","motusRecvID","recvProjectID","recvDeployID","runID","runLen","ant","motusTagID","ambigID","mfgID","dateBin","tagProjectID","tagDeployID","gpsLat","gpsLon","gpsAlt","gpsTs"
"34405",70461653,1442088767.6537,-60.0658,14.2293,-69.862503,4.99475,0.022944,0.00027,0.00021,17366,75,"SG-2814BBBK1186",1281,38,2291,1544603,4,3,16047,NA,378,"2015-3",38,1839,51.48391,-80.450071667,-9.5,1442087802
"34406",70461654,1442088777.3507,-59.591301,17.8888,-70.075104,4.907,0.045414,0.00047,-8.9e-05,17366,75,"SG-2814BBBK1186",1281,38,2291,1544603,4,3,16047,NA,378,"2015-3",38,1839,51.48391,-80.450071667,-9.5,1442087802
"34407",70461655,1442088787.0478,-60.9907,9.49216,-69.7491,4.801,0.01979,0.00033,1e-05,17366,75,"SG-2814BBBK1186",1281,38,2291,1544603,4,3,16047,NA,378,"2015-3",38,1839,51.48391,-80.450071667,-9.5,1442087802
"34413",70461661,1442093092.5756,-63.521,5.00533,-71.683899,4.82,0.016263,0.00027,0,17366,75,"SG-2814BBBK1186",1281,38,2291,1544605,3,3,16047,NA,378,"2015-3",38,1839,51.483888333,-80.450055,-2.0999999,1442091402
"34414",70461662,1442093102.2726,-64.165298,8.52895,-72.4981,4.79,0.010816,0.00067,-8.9e-05,17366,75,"SG-2814BBBK1186",1281,38,2291,1544605,3,3,16047,NA,378,"2015-3",38,1839,51.483888333,-80.450055,-2.0999999,1442091402
"34415",70461663,1442093111.9688,-65.424698,41.990501,-73.120003,4.65525,0.214986,0.00161,-0.000889,17366,75,"SG-2814BBBK1186",1281,38,2291,1544605,3,3,16047,NA,378,"2015-3",38,1839,51.483888333,-80.450055,-2.0999999,1442091402
"34660",70461908,1442347987.2208,-63.254902,5.68868,-71.340599,3.886,0.02172,0.00033,0,17367,75,"SG-2814BBBK1186",1281,38,2291,1544680,6,1,16048,NA,379,"2015-3",38,1840,51.483865,-80.45006,-11.3,1442347389
"34661",70461909,1442347996.9183,-57.709,8.22375,-71.075996,3.901,0.006671,9e-05,-5e-05,17367,75,"SG-2814BBBK1186",1281,38,2291,1544680,6,1,16048,NA,379,"2015-3",38,1840,51.483865,-80.45006,-11.3,1442347389
"34662",70461910,1442348006.6155,-54.079102,5.92413,-70.631203,3.9025,0.008438,0.00021,-5e-05,17367,75,"SG-2814BBBK1186",1281,38,2291,1544680,6,1,16048,NA,379,"2015-3",38,1840,51.483865,-80.45006,-11.3,1442347389
"34663",70461911,1442348016.3131,-57.430099,14.5466,-67.939301,3.9105,0.012353,0.00041,0.00015,17367,75,"SG-2814BBBK1186",1281,38,2291,1544680,6,1,16048,NA,379,"2015-3",38,1840,51.483865,-80.45006,-11.3,1442347389
"34664",70461912,1442348026.01,-58.080799,20.3451,-67.4048,3.9165,0.010023,0.00033,-0.00035,17367,75,"SG-2814BBBK1186",1281,38,2291,1544680,6,1,16048,NA,379,"2015-3",38,1840,51.483865,-80.45006,-11.3,1442347389
"34665",70461913,1442348035.7076,-60.533699,8.30397,-72.0168,3.933,0.009766,9e-05,5.1e-05,17367,75,"SG-2814BBBK1186",1281,38,2291,1544680,6,1,16048,NA,379,"2015-3",38,1840,51.483865,-80.45006,-11.3,1442347389
"34700",70461948,1442386779.706,-64.073303,16.9042,-74.838203,5.09825,0.004784,0.00033,0,17367,75,"SG-2814BBBK1186",1281,38,2291,1544686,3,3,16047,NA,378,"2015-3",38,1839,51.483875,-80.45004,-2.3,1442383390
"34701",70461949,1442386789.4032,-63.937401,14.8768,-75.029297,5.081,0.003566,0.00047,0.00011,17367,75,"SG-2814BBBK1186",1281,38,2291,1544686,3,3,16047,NA,378,"2015-3",38,1839,51.483875,-80.45004,-2.3,1442383390
"34702",70461950,1442386799.1003,-63.345699,13.9651,-75.013901,5.06725,0.005289,0.00033,1e-05,17367,75,"SG-2814BBBK1186",1281,38,2291,1544686,3,3,16047,NA,378,"2015-3",38,1839,51.483875,-80.45004,-2.3,1442383390
"34703",70461951,1442387109.4086,-58.426102,7.39129,-68.0812,5.12175,0.006379,0.00027,0,17367,75,"SG-2814BBBK1186",1281,38,2291,1544687,5,1,16047,NA,378,"2015-3",38,1839,51.483878333,-80.450073333,-4.3000002,1442386990
"34704",70461952,1442387119.1056,-55.394299,8.13818,-69.109398,5.0865,0.003566,0.00021,-8.9e-05,17367,75,"SG-2814BBBK1186",1281,38,2291,1544687,5,1,16047,NA,378,"2015-3",38,1839,51.483878333,-80.450073333,-4.3000002,1442386990
"34705",70461953,1442387128.8026,-55.507,15.2455,-69.240303,5.04075,0.009299,0.00057,-8.9e-05,17367,75,"SG-2814BBBK1186",1281,38,2291,1544687,5,1,16047,NA,378,"2015-3",38,1839,51.483878333,-80.450073333,-4.3000002,1442386990
"34706",70461954,1442387138.4998,-55.814098,10.8727,-68.739799,5.0155,0.009021,0.00033,-0.000189,17367,75,"SG-2814BBBK1186",1281,38,2291,1544687,5,1,16047,NA,378,"2015-3",38,1839,51.483878333,-80.450073333,-4.3000002,1442386990
"34707",70461955,1442387148.1971,-60.2178,10.8872,-68.402,4.975,0.039257,0.00033,0.00021,17367,75,"SG-2814BBBK1186",1281,38,2291,1544687,5,1,16047,NA,378,"2015-3",38,1839,51.483878333,-80.450073333,-4.3000002,1442386990
"34718",70461966,1442474946.2527,-49.670601,3.41346,-68.957603,5.277,0.003906,0.00027,0,17367,75,"SG-2814BBBK1186",1281,38,2291,1544689,4,3,16047,NA,378,"2015-3",38,1839,51.483878333,-80.450088333,-2,1442473392
"34719",70461967,1442474955.9495,-50.472198,5.71935,-69.312202,5.283,0.002762,0.00041,-0.00029,17367,75,"SG-2814BBBK1186",1281,38,2291,1544689,4,3,16047,NA,378,"2015-3",38,1839,51.483878333,-80.450088333,-2,1442473392
"34720",70461968,1442474965.647,-53.451599,8.93485,-69.610703,5.24525,0.011389,0.00033,0.00041,17367,75,"SG-2814BBBK1186",1281,38,2291,1544689,4,3,16047,NA,378,"2015-3",38,1839,51.483878333,-80.450088333,-2,1442473392
"34721",70461969,1442474975.344,-60.652,6.99865,-69.1241,5.24925,0.026058,0.00021,-8.9e-05,17367,75,"SG-2814BBBK1186",1281,38,2291,1544689,4,3,16047,NA,378,"2015-3",38,1839,51.483878333,-80.450088333,-2,1442473392
"34722",70461970,1442474994.7383,-55.839901,9.41792,-64.797997,5.16125,0.015379,0.00041,0,17367,75,"SG-2814BBBK1186",1281,38,2291,1544690,3,1,16047,NA,378,"2015-3",38,1839,51.483878333,-80.450088333,-2,1442473392
"34723",70461971,1442475004.4356,-54.860802,7.47962,-64.681396,5.15725,0.010578,0.00037,0.00021,17367,75,"SG-2814BBBK1186",1281,38,2291,1544690,3,1,16047,NA,378,"2015-3",38,1839,51.483878333,-80.450088333,-2,1442473392
"34724",70461972,1442475014.1326,-57.595001,14.6476,-65.017097,5.1925,0.02491,0.00033,-0.000189,17367,75,"SG-2814BBBK1186",1281,38,2291,1544690,3,1,16047,NA,378,"2015-3",38,1839,51.483878333,-80.450088333,-2,1442473392
"34758",70462006,1442483701.343,-55.7724,7.91029,-67.355698,3.8705,0.001953,9e-05,0,17367,75,"SG-2814BBBK1186",1281,38,2291,1544696,3,3,16048,NA,379,"2015-3",38,1840,51.483873333,-80.450041667,-1.5,1442480592
"34759",70462007,1442483711.0403,-59.6917,27.173901,-67.768402,3.87625,0.015296,0.00069,5e-05,17367,75,"SG-2814BBBK1186",1281,38,2291,1544696,3,3,16048,NA,379,"2015-3",38,1840,51.483873333,-80.450041667,-1.5,1442480592
"34760",70462008,1442483720.7375,-61.0308,11.2749,-68.723701,3.854,0.02491,0.00063,-5e-05,17367,75,"SG-2814BBBK1186",1281,38,2291,1544696,3,3,16048,NA,379,"2015-3",38,1840,51.483873333,-80.450041667,-1.5,1442480592
"34761",70462009,1442523878.0366,-56.809101,6.0537,-65.8918,5.1155,0.010698,0.00033,0,17367,75,"SG-2814BBBK1186",1281,38,2291,1544697,6,1,16047,NA,378,"2015-3",38,1839,51.483868333,-80.450035,-14.5,1442520493
"34762",70462010,1442523907.1281,-52.9767,9.92753,-65.586998,4.85725,0.008735,0.00027,0.00021,17367,75,"SG-2814BBBK1186",1281,38,2291,1544697,6,1,16047,NA,378,"2015-3",38,1839,51.483868333,-80.450035,-14.5,1442520493
"34763",70462011,1442523916.8251,-54.092499,7.91382,-65.612297,4.76575,0.015625,0.00033,-8.9e-05,17367,75,"SG-2814BBBK1186",1281,38,2291,1544697,6,1,16047,NA,378,"2015-3",38,1839,51.483868333,-80.450035,-14.5,1442520493
"34764",70462012,1442523926.5222,-54.1325,12.9704,-65.686996,4.741,0.009568,0.00021,1e-05,17367,75,"SG-2814BBBK1186",1281,38,2291,1544697,6,1,16047,NA,378,"2015-3",38,1839,51.483868333,-80.450035,-14.5,1442520493
"34765",70462013,1442523936.2194,-53.522202,15.6905,-65.239899,4.726,0.008286,0.00027,0.00011,17367,75,"SG-2814BBBK1186",1281,38,2291,1544697,6,1,16047,NA,378,"2015-3",38,1839,51.483868333,-80.450035,-14.5,1442520493
"34766",70462014,1442523945.9167,-54.3685,16.8608,-65.663498,4.71675,0.008286,0.00047,0.00021,17367,75,"SG-2814BBBK1186",1281,38,2291,1544697,6,1,16047,NA,378,"2015-3",38,1839,51.483868333,-80.450035,-14.5,1442520493
"34776",70462024,1442600698.7582,-56.937199,5.76417,-67.602402,5.10125,0.0097,0.00067,0,17367,75,"SG-2814BBBK1186",1281,38,2291,1544699,3,1,16047,NA,378,"2015-3",38,1839,51.483901667,-80.450053333,-5.3000002,1442599995
"34777",70462025,1442600708.4554,-55.93,7.74056,-66.711403,5.10125,0.003906,0.00047,0.00011,17367,75,"SG-2814BBBK1186",1281,38,2291,1544699,3,1,16047,NA,378,"2015-3",38,1839,51.483901667,-80.450053333,-5.3000002,1442599995
"34778",70462026,1442600718.1524,-57.506001,7.47275,-67.127098,5.10375,0.005043,0.00033,-8.9e-05,17367,75,"SG-2814BBBK1186",1281,38,2291,1544699,3,1,16047,NA,378,"2015-3",38,1839,51.483901667,-80.450053333,-5.3000002,1442599995
"34779",70462027,1442611258.9392,-55.672798,12.1941,-64.516502,4.754,0.006951,0.00023,0,17367,75,"SG-2814BBBK1186",1281,38,2291,1544700,8,3,16047,NA,378,"2015-3",38,1839,51.483893333,-80.450033333,-1.3,1442610795
"34780",70462028,1442611268.6363,-54.9953,11.0944,-64.264297,4.73275,0.021573,0.00021,-8.9e-05,17367,75,"SG-2814BBBK1186",1281,38,2291,1544700,8,3,16047,NA,378,"2015-3",38,1839,51.483893333,-80.450033333,-1.3,1442610795
"34781",70462029,1442611278.3335,-55.305801,9.19502,-65.156197,4.723,0.001595,0.00033,0.00011,17367,75,"SG-2814BBBK1186",1281,38,2291,1544700,8,3,16047,NA,378,"2015-3",38,1839,51.483893333,-80.450033333,-1.3,1442610795
"34782",70462030,1442611288.0305,-55.2533,6.31828,-66.895103,4.72675,0.008735,0.00033,-8.9e-05,17367,75,"SG-2814BBBK1186",1281,38,2291,1544700,8,3,16047,NA,378,"2015-3",38,1839,51.483893333,-80.450033333,-1.3,1442610795
"34783",70462031,1442611297.7278,-55.9039,2.5751,-66.349403,4.7275,0.004511,0.00021,0.00021,17367,75,"SG-2814BBBK1186",1281,38,2291,1544700,8,3,16047,NA,378,"2015-3",38,1839,51.483893333,-80.450033333,-1.3,1442610795
"34784",70462032,1442611307.4248,-57.2808,5.05203,-65.926697,4.726,0.013811,0.00041,0.00011,17367,75,"SG-2814BBBK1186",1281,38,2291,1544700,8,3,16047,NA,378,"2015-3",38,1839,51.483893333,-80.450033333,-1.3,1442610795
"34785",70462033,1442611317.1221,-56.887299,1.11529,-66.682503,4.7185,0.004511,0.00033,0.00021,17367,75,"SG-2814BBBK1186",1281,38,2291,1544700,8,3,16047,NA,378,"2015-3",38,1839,51.483893333,-80.450033333,-1.3,1442610795
"34786",70462034,1442611326.8191,-57.6171,7.98507,-66.519402,4.71725,0.006951,0.00027,-8.9e-05,17367,75,"SG-2814BBBK1186",1281,38,2291,1544700,8,3,16047,NA,378,"2015-3",38,1839,51.483893333,-80.450033333,-1.3,1442610795
"34787",70462035,1442611433.4874,-55.861301,6.26182,-69.000298,4.72325,0.009299,0.00027,0,17367,75,"SG-2814BBBK1186",1281,38,2291,1544701,6,3,16047,NA,378,"2015-3",38,1839,51.483893333,-80.450033333,-1.3,1442610795
"34788",70462036,1442611443.1845,-55.6506,3.3666,-69.343201,4.7255,0.003906,0.00027,1e-05,17367,75,"SG-2814BBBK1186",1281,38,2291,1544701,6,3,16047,NA,378,"2015-3",38,1839,51.483893333,-80.450033333,-1.3,1442610795
"34789",70462037,1442611481.973,-60.027199,12.2067,-70.080498,4.72125,0.010457,0.00033,0.000113,17367,75,"SG-2814BBBK1186",1281,38,2291,1544701,6,3,16047,NA,378,"2015-3",38,1839,51.483893333,-80.450033333,-1.3,1442610795
"34790",70462038,1442611491.6701,-55.845001,9.6662,-70.627197,4.72175,0.002255,0.00021,1e-05,17367,75,"SG-2814BBBK1186",1281,38,2291,1544701,6,3,16047,NA,378,"2015-3",38,1839,51.483893333,-80.450033333,-1.3,1442610795
"34791",70462039,1442611511.0643,-61.2351,31.7281,-70.041199,4.7125,0.013532,0.00041,1e-05,17367,75,"SG-2814BBBK1186",1281,38,2291,1544701,6,3,16047,NA,378,"2015-3",38,1839,51.483893333,-80.450033333,-1.3,1442610795
"34792",70462040,1442611530.4586,-57.411999,14.6171,-70.570198,4.714,0.006575,0.00033,0.000111,17367,75,"SG-2814BBBK1186",1281,38,2291,1544701,6,3,16047,NA,378,"2015-3",38,1839,51.483893333,-80.450033333,-1.3,1442610795
"34926",70462174,1443095746.6913,-59.3811,14.3599,-70.5476,4.84675,0.018666,0.00033,0,17367,75,"SG-2814BBBK1186",1281,38,2291,1544722,12,3,16047,NA,378,"2015-3",38,1839,51.48386,-80.450036667,-7.4000001,1443093504
"34927",70462175,1443095756.3883,-53.749699,8.86326,-70.8144,4.845,0.010933,0.00041,-8.9e-05,17367,75,"SG-2814BBBK1186",1281,38,2291,1544722,12,3,16047,NA,378,"2015-3",38,1839,51.48386,-80.450036667,-7.4000001,1443093504
"34928",70462176,1443095775.7826,-53.549702,1.28308,-70.149803,4.7655,0.00575,0.00033,0.000111,17367,75,"SG-2814BBBK1186",1281,38,2291,1544722,12,3,16047,NA,378,"2015-3",38,1839,51.48386,-80.450036667,-7.4000001,1443093504
"34929",70462177,1443095785.4796,-50.2995,4.28339,-70.824501,4.76025,0.003566,0.00041,-8.9e-05,17367,75,"SG-2814BBBK1186",1281,38,2291,1544722,12,3,16047,NA,378,"2015-3",38,1839,51.48386,-80.450036667,-7.4000001,1443093504
"34930",70462178,1443095795.1769,-48.797199,5.62547,-71.067703,4.73175,0.002762,0.00033,0.00021,17367,75,"SG-2814BBBK1186",1281,38,2291,1544722,12,3,16047,NA,378,"2015-3",38,1839,51.48386,-80.450036667,-7.4000001,1443093504
"34931",70462179,1443095804.8739,-47.971001,4.91795,-70.6464,4.72175,0.003189,0.00033,-8.9e-05,17367,75,"SG-2814BBBK1186",1281,38,2291,1544722,12,3,16047,NA,378,"2015-3",38,1839,51.48386,-80.450036667,-7.4000001,1443093504
"34932",70462180,1443095814.5709,-52.173698,6.31873,-71.081902,4.71725,0.001595,0.00021,-8.9e-05,17367,75,"SG-2814BBBK1186",1281,38,2291,1544722,12,3,16047,NA,378,"2015-3",38,1839,51.48386,-80.450036667,-7.4000001,1443093504
"34933",70462181,1443095824.2682,-62.488899,33.6586,-71.187897,4.7495,0.013053,0.00033,0.00021,17367,75,"SG-2814BBBK1186",1281,38,2291,1544722,12,3,16047,NA,378,"2015-3",38,1839,51.48386,-80.450036667,-7.4000001,1443093504
"34934",70462182,1443095833.9652,-64.306396,12.2968,-71.398399,4.75375,0.021096,0.00033,-8.9e-05,17367,75,"SG-2814BBBK1186",1281,38,2291,1544722,12,3,16047,NA,378,"2015-3",38,1839,51.48386,-80.450036667,-7.4000001,1443093504
"34935",70462183,1443095853.3595,-58.6143,13.1972,-70.718697,4.777,0.008879,0.00021,0.000111,17367,75,"SG-2814BBBK1186",1281,38,2291,1544722,12,3,16047,NA,378,"2015-3",38,1839,51.48386,-80.450036667,-7.4000001,1443093504
"34936",70462184,1443095872.7537,-57.583599,6.29175,-71.388901,4.808,0.021749,0.00027,1e-05,17367,75,"SG-2814BBBK1186",1281,38,2291,1544722,12,3,16047,NA,378,"2015-3",38,1839,51.48386,-80.450036667,-7.4000001,1443093504
"34937",70462185,1443095882.4508,-61.876801,12.2098,-70.6661,4.84375,0.006176,0.00033,1e-05,17367,75,"SG-2814BBBK1186",1281,38,2291,1544722,12,3,16047,NA,378,"2015-3",38,1839,51.48386,-80.450036667,-7.4000001,1443093504
"34938",70462186,1443102292.2535,-56.611,12.2029,-72.160896,4.649,0.006379,0.00027,0,17367,75,"SG-2814BBBK1186",1281,38,2291,1544723,6,3,16047,NA,378,"2015-3",38,1839,51.483873333,-80.450073333,-1.5,1443100704
"34939",70462187,1443102301.9506,-57.007702,3.75903,-72.2649,4.67775,0.002762,0.00019,1e-05,17367,75,"SG-2814BBBK1186",1281,38,2291,1544723,6,3,16047,NA,378,"2015-3",38,1839,51.483873333,-80.450073333,-1.5,1443100704
"34940",70462188,1443102311.6478,-61.292801,12.3788,-72.5112,4.6645,0.012249,0.00027,0.00011,17367,75,"SG-2814BBBK1186",1281,38,2291,1544723,6,3,16047,NA,378,"2015-3",38,1839,51.483873333,-80.450073333,-1.5,1443100704
"34941",70462189,1443102321.3448,-59.8265,10.0809,-72.178497,4.643,0.011934,0.00033,-8.9e-05,17367,75,"SG-2814BBBK1186",1281,38,2291,1544723,6,3,16047,NA,378,"2015-3",38,1839,51.483873333,-80.450073333,-1.5,1443100704
"34942",70462190,1443102331.0418,-59.617699,5.49752,-72.648499,4.6685,0.010578,0.00057,-8.9e-05,17367,75,"SG-2814BBBK1186",1281,38,2291,1544723,6,3,16047,NA,378,"2015-3",38,1839,51.483873333,-80.450073333,-1.5,1443100704
"34943",70462191,1443102340.7391,-61.386398,34.2071,-72.042,4.6935,0.009021,0.00053,-8.9e-05,17367,75,"SG-2814BBBK1186",1281,38,2291,1544723,6,3,16047,NA,378,"2015-3",38,1839,51.483873333,-80.450073333,-1.5,1443100704
"34944",70462192,1443102524.9843,-60.642399,12.9453,-73.403702,4.71725,0.001595,0.00041,0,17367,75,"SG-2814BBBK1186",1281,38,2291,1544724,6,3,16047,NA,378,"2015-3",38,1839,51.483873333,-80.450073333,-1.5,1443100704
"34945",70462193,1443102534.6816,-58.538101,7.42943,-72.778297,4.7005,0.009021,0.00027,0.00021,17367,75,"SG-2814BBBK1186",1281,38,2291,1544724,6,3,16047,NA,378,"2015-3",38,1839,51.483873333,-80.450073333,-1.5,1443100704
"34946",70462194,1443102592.8642,-59.2743,4.37504,-73.163498,4.729,0.010457,0.00033,1.4e-05,17367,75,"SG-2814BBBK1186",1281,38,2291,1544724,6,3,16047,NA,378,"2015-3",38,1839,51.483873333,-80.450073333,-1.5,1443100704
"34947",70462195,1443102602.5612,-61.811401,9.14054,-73.5951,4.7215,0.002762,0.00021,-8.9e-05,17367,75,"SG-2814BBBK1186",1281,38,2291,1544724,6,3,16047,NA,378,"2015-3",38,1839,51.483873333,-80.450073333,-1.5,1443100704
"34948",70462196,1443102612.2584,-59.332001,5.87718,-73.802902,4.73675,0.005524,0.00033,0.00011,17367,75,"SG-2814BBBK1186",1281,38,2291,1544724,6,3,16047,NA,378,"2015-3",38,1839,51.483873333,-80.450073333,-1.5,1443100704
"34949",70462197,1443102621.9554,-59.138401,15.2853,-73.757896,4.733,0.003906,0.00037,-8.9e-05,17367,75,"SG-2814BBBK1186",1281,38,2291,1544724,6,3,16047,NA,378,"2015-3",38,1839,51.483873333,-80.450073333,-1.5,1443100704
"34956",70462204,1443109574.8213,-64.109802,7.89425,-74.859703,4.665,0.01725,0.00021,0,17367,75,"SG-2814BBBK1186",1281,38,2291,1544727,5,3,16047,NA,378,"2015-3",38,1839,51.483883333,-80.450033333,2.9000001,1443107904
"34957",70462205,1443109584.5183,-67.274803,5.64268,-75.255798,4.729,0.007813,0.00021,0.00011,17367,75,"SG-2814BBBK1186",1281,38,2291,1544727,5,3,16047,NA,378,"2015-3",38,1839,51.483883333,-80.450033333,2.9000001,1443107904
"34958",70462206,1443109642.7012,-66.961998,7.85358,-75.481201,4.628,0.013625,0.00021,0.000311,17367,75,"SG-2814BBBK1186",1281,38,2291,1544727,5,3,16047,NA,378,"2015-3",38,1839,51.483883333,-80.450033333,2.9000001,1443107904
"34959",70462207,1443109710.581,-65.926498,7.33877,-75.4021,4.72375,0.00748,0.00019,0.000115,17367,75,"SG-2814BBBK1186",1281,38,2291,1544727,5,3,16047,NA,378,"2015-3",38,1839,51.483883333,-80.450033333,2.9000001,1443107904
"34960",70462208,1443109720.278,-65.757004,15.2085,-75.333504,4.71575,0.005967,0.00041,-8.9e-05,17367,75,"SG-2814BBBK1186",1281,38,2291,1544727,5,3,16047,NA,378,"2015-3",38,1839,51.483883333,-80.450033333,2.9000001,1443107904
"35038",70462286,1443166149.6097,-54.316898,13.7853,-62.824501,4.43925,0.020854,0.00083,0,17367,75,"SG-2814BBBK1186",1281,38,2291,1544735,9,3,16048,NA,379,"2015-3",38,1840,51.483876667,-80.450026667,4.6999998,1443165506
"35039",70462287,1443166159.3071,-53.909199,13.5943,-61.5182,4.513,0.078223,0.00037,0.00035,17367,75,"SG-2814BBBK1186",1281,38,2291,1544735,9,3,16048,NA,379,"2015-3",38,1840,51.483876667,-80.450026667,4.6999998,1443165506
"35040",70462288,1443166178.7015,-53.4296,27.721701,-61.3685,4.423,0.049872,9e-05,-0.00015,17367,75,"SG-2814BBBK1186",1281,38,2291,1544735,9,3,16048,NA,379,"2015-3",38,1840,51.483876667,-80.450026667,4.6999998,1443165506
"35041",70462289,1443166188.3986,-54.0956,10.5592,-62.276001,4.44,0.030173,0.00049,-0.00015,17367,75,"SG-2814BBBK1186",1281,38,2291,1544735,9,3,16048,NA,379,"2015-3",38,1840,51.483876667,-80.450026667,4.6999998,1443165506
"35042",70462290,1443166198.0961,-52.889099,26.6064,-61.905102,4.45625,0.030089,0.00059,0.00025,17367,75,"SG-2814BBBK1186",1281,38,2291,1544735,9,3,16048,NA,379,"2015-3",38,1840,51.483876667,-80.450026667,4.6999998,1443165506
"35043",70462291,1443166207.7934,-55.5257,12.7943,-63.169601,4.44575,0.065325,0.00051,5e-05,17367,75,"SG-2814BBBK1186",1281,38,2291,1544735,9,3,16048,NA,379,"2015-3",38,1840,51.483876667,-80.450026667,4.6999998,1443165506
"35044",70462292,1443166217.4905,-50.979,6.0587,-62.254799,4.4455,0.039708,9e-05,-0.00065,17367,75,"SG-2814BBBK1186",1281,38,2291,1544735,9,3,16048,NA,379,"2015-3",38,1840,51.483876667,-80.450026667,4.6999998,1443165506
"35045",70462293,1443166227.1879,-51.402302,8.98143,-62.108501,4.45375,0.046082,9e-05,0.00015,17367,75,"SG-2814BBBK1186",1281,38,2291,1544735,9,3,16048,NA,379,"2015-3",38,1840,51.483876667,-80.450026667,4.6999998,1443165506
"35046",70462294,1443166236.8852,-54.235699,11.5534,-63.340302,4.41825,0.023383,0.00037,5e-05,17367,75,"SG-2814BBBK1186",1281,38,2291,1544735,9,3,16048,NA,379,"2015-3",38,1840,51.483876667,-80.450026667,4.6999998,1443165506
"35047",70462295,1443187432.9771,-61.2425,21.304701,-71.000198,3.968,0.00748,0.00027,0,17367,75,"SG-2814BBBK1186",1281,38,2291,1544736,6,3,16047,NA,378,"2015-3",38,1839,51.483878333,-80.45006,-3.5,1443187106
"35048",70462296,1443187442.6742,-58.730099,12.0493,-70.982903,3.98125,0.008513,0.00033,1e-05,17367,75,"SG-2814BBBK1186",1281,38,2291,1544736,6,3,16047,NA,378,"2015-3",38,1839,51.483878333,-80.45006,-3.5,1443187106
"35049",70462297,1443187452.3712,-59.292301,30.806299,-71.315399,4.00775,0.017102,0.00033,-8.9e-05,17367,75,"SG-2814BBBK1186",1281,38,2291,1544736,6,3,16047,NA,378,"2015-3",38,1839,51.483878333,-80.45006,-3.5,1443187106
"35050",70462298,1443187471.7655,-51.319199,2.27156,-71.276299,3.944,0.006766,0.00033,0.000111,17367,75,"SG-2814BBBK1186",1281,38,2291,1544736,6,3,16047,NA,378,"2015-3",38,1839,51.483878333,-80.45006,-3.5,1443187106
"35051",70462299,1443187481.4625,-52.292099,12.2571,-71.502998,3.93425,0.005043,0.00041,-8.9e-05,17367,75,"SG-2814BBBK1186",1281,38,2291,1544736,6,3,16047,NA,378,"2015-3",38,1839,51.483878333,-80.45006,-3.5,1443187106
"35052",70462300,1443187471.7656,-60.527599,17.335199,-69.187202,3.917,0.01917,0.00021,0,17367,75,"SG-2814BBBK1186",1281,38,2291,1544737,3,1,16047,NA,378,"2015-3",38,1839,51.483878333,-80.45006,-3.5,1443187106
"35053",70462301,1443187481.4628,-59.872299,24.2689,-69.397499,3.908,0.018007,0.00031,0.00011,17367,75,"SG-2814BBBK1186",1281,38,2291,1544737,3,1,16047,NA,378,"2015-3",38,1839,51.483878333,-80.45006,-3.5,1443187106
"35054",70462302,1443187491.1596,-62.188999,13.1307,-69.349899,3.87375,0.019368,0.00127,1e-05,17367,75,"SG-2814BBBK1186",1281,38,2291,1544737,3,1,16047,NA,378,"2015-3",38,1839,51.483878333,-80.45006,-3.5,1443187106
"35055",70462303,1443187491.1595,-53.358799,7.46243,-71.6689,3.904,0.004511,0.00041,-8.9e-05,17367,75,"SG-2814BBBK1186",1281,38,2291,1544736,6,3,16047,NA,378,"2015-3",38,1839,51.483878333,-80.45006,-3.5,1443187106
"35056",70462304,1443196693.7127,-63.140099,14.8281,-72.370102,3.9095,0.012557,0.00033,0,17367,75,"SG-2814BBBK1186",1281,38,2291,1544738,9,3,16047,NA,378,"2015-3",38,1839,51.483863333,-80.450025,-3.8,1443194306
"35057",70462305,1443196703.41,-62.877399,3.92685,-72.171204,3.92825,0.015129,0.00053,0.00021,17367,75,"SG-2814BBBK1186",1281,38,2291,1544738,9,3,16047,NA,378,"2015-3",38,1839,51.483863333,-80.450025,-3.8,1443194306
"35058",70462306,1443196713.1068,-63.147701,11.3128,-73.055199,3.934,0.011389,0.00033,-8.9e-05,17367,75,"SG-2814BBBK1186",1281,38,2291,1544738,9,3,16047,NA,378,"2015-3",38,1839,51.483863333,-80.450025,-3.8,1443194306
"35059",70462307,1443196780.9863,-60.748798,9.85152,-70.4785,4.16825,0.042791,0.00081,-0.00019,17367,75,"SG-2814BBBK1186",1281,38,2291,1544738,9,3,16047,NA,378,"2015-3",38,1839,51.483863333,-80.450025,-3.8,1443194306
"35060",70462308,1443196800.3806,-58.5788,7.40732,-70.107903,4.278,0.005043,0.00041,0.000111,17367,75,"SG-2814BBBK1186",1281,38,2291,1544738,9,3,16047,NA,378,"2015-3",38,1839,51.483863333,-80.450025,-3.8,1443194306
"35061",70462309,1443196829.4719,-58.3605,8.50692,-69.040199,4.2285,0.007648,0.00033,1.2e-05,17367,75,"SG-2814BBBK1186",1281,38,2291,1544738,9,3,16047,NA,378,"2015-3",38,1839,51.483863333,-80.450025,-3.8,1443194306
"35062",70462310,1443196839.169,-55.926498,4.55279,-67.652298,4.246,0.007648,0.00021,1e-05,17367,75,"SG-2814BBBK1186",1281,38,2291,1544738,9,3,16047,NA,378,"2015-3",38,1839,51.483863333,-80.450025,-3.8,1443194306
